            id                          file         line  wavelength     intg_flux  intg_flux_err  profile_flux  profile_flux_err          eqw    eqw_err particle                                      latex_label                 group_label pixel_mask           w1           w2           w3          w4       w5       w6          w_i          w_f    peak_wave     peak_flux          cont      cont_err        m_cont        n_cont    m_cont_err    n_cont_err     snr_line   snr_cont    z_line           amp       center      sigma  gamma  frac  alpha   a   b   c       amp_err  center_err  sigma_err  gamma_err  frac_err  alpha_err  a_err  b_err  c_err        v_r    v_r_err   sigma_vel  sigma_vel_err  sigma_thermal  sigma_instr  n_pixels   pixel_vel       FWHM_i     FWHM_p         FWZI       v_med        v_50          v_1         v_5        v_10        v_90        v_95         v_99        chisqr      redchi         aic         bic observations comments
31  GP121903_B  spectra/gp121903_osiris.fits   O2_3726A_m      3726.0  5.715194e-15   2.456028e-17  5.663264e-15      5.058520e-17    80.017506   3.284111       O2  $[OII]3726\mathring{A}$+$[OII]3729\mathring{A}$           O2_3726A+O2_3729A         no  3665.750000  3694.260000  3716.020000  3743.70000  3754.88  3767.50          NaN          NaN  4456.274544  7.435627e-16  7.077531e-17  2.835164e-18 -7.404178e-20  4.007258e-16  1.263141e-20  5.595142e-17   406.246382  24.963392  0.195947  6.686588e-16  4456.097890   3.377534    NaN   NaN    NaN NaN NaN NaN  3.994947e-18    0.023301   0.023301        NaN       NaN        NaN    NaN    NaN    NaN -11.884254   1.567560  227.220996       1.567560       2.279635          NaN      17.0  139.127983          NaN   7.953484          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN    153.265089    3.831627   60.651663   65.935264           no       no
32  GP121903_B  spectra/gp121903_osiris.fits     H1_3750A      3750.0  1.960962e-16   1.103544e-17  2.142178e-16      1.514037e-17     3.150678   0.236875       H1                             $HI3750\mathring{A}$                        none         no  3663.490000  3697.710000  3743.700000  3755.82000  3775.22  3792.04          NaN          NaN  4483.159484  1.037745e-16  6.799102e-17  1.742841e-18 -8.607035e-20  4.538581e-16  5.528956e-21  2.455142e-17    27.016218  39.011610  0.195480  3.756837e-17  4483.050114   2.271594    NaN   NaN    NaN NaN NaN NaN  1.806197e-18    0.126203   0.125995        NaN       NaN        NaN    NaN    NaN    NaN  -7.313634   8.439295  151.903338       8.425366       9.082224          NaN       9.0  138.293650          NaN   5.349196          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     51.640732    1.395695   16.217252   21.283890           no       no
33  GP121903_B  spectra/gp121903_osiris.fits     H1_3771A      3771.0  3.009703e-16   1.028944e-17  3.102267e-16      1.522051e-17     4.751071   0.265492       H1                             $HI3771\mathring{A}$                        none         no  3755.820000  3763.430000  3764.470000  3776.58000  3778.32  3791.62          NaN          NaN  4507.976352  1.158378e-16  6.529616e-17  1.746585e-18 -6.651066e-20  3.651247e-16  3.472838e-20  1.567656e-16    36.474504  37.385053  0.195326  5.391323e-17  4507.574985   2.295783    NaN   NaN    NaN NaN NaN NaN  1.697161e-18    0.083469   0.083428        NaN       NaN        NaN    NaN    NaN    NaN -26.691936   5.550893  152.675682       5.548186       9.082224          NaN       8.0  137.532329          NaN   5.406155          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     22.301973    1.238999    7.263207   10.396775           no       no
34  GP121903_B  spectra/gp121903_osiris.fits     H1_3798A      3798.0  4.242895e-16   1.614502e-17  4.293349e-16      1.880397e-17     6.674653   0.391799       H1                             $HI3798\mathring{A}$                        none         no  3776.990000  3787.910000  3788.690000  3804.26000  3843.10  3858.63          NaN          NaN  4541.065509  1.299676e-16  6.432318e-17  2.513861e-18  5.155205e-21  4.091306e-17  1.600773e-20  7.316628e-17    36.045001  25.587403  0.195456  6.858792e-17  4540.340698   2.494279    NaN   NaN    NaN NaN NaN NaN  1.958008e-18    0.082216   0.082227        NaN       NaN        NaN    NaN    NaN    NaN -47.850644   5.427741  164.667507       5.428459       9.082224          NaN      10.0  136.530179          NaN   5.873577          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     20.748124    0.864505   -1.111288    2.776223           no       no
35  GP121903_B  spectra/gp121903_osiris.fits     H1_3835A      3835.0  6.118950e-16   1.284558e-17  6.253487e-16      1.877539e-17     9.731675   0.412936       H1                             $HI3835\mathring{A}$                        none         no  3803.910000  3814.150000  3828.480000  3844.05000  3844.26  3852.83          NaN          NaN  4584.495028  1.564279e-16  6.425910e-17  1.926761e-18 -5.725437e-20  3.267415e-16  2.367819e-20  1.083507e-16    69.258096  33.350840  0.195635  1.010089e-16  4585.259633   2.470198    NaN   NaN    NaN NaN NaN NaN  1.998174e-18    0.056421   0.056432        NaN       NaN        NaN    NaN    NaN    NaN  49.999550   3.689498  161.532889       3.690212       9.082224          NaN      10.0  135.236811          NaN   5.816872          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     30.354968    1.517748   12.381718   15.788200           no       no
36  GP121903_B  spectra/gp121903_osiris.fits    Ne3_3869A      3869.0  4.355209e-15   4.476639e-17  4.340348e-15      4.456582e-17    66.090076   5.628262      Ne3                        $[NeIII]3869\mathring{A}$                        none         no  3800.000000  3820.000000  3857.890000  3880.39000  3905.00  3950.00          NaN          NaN  4625.856475  6.939874e-16  6.567322e-17  5.551963e-18 -7.504418e-20  4.128169e-16  1.337700e-20  6.221580e-17   190.472935  11.828830  0.195424  6.535751e-16  4625.096138   2.649129    NaN   NaN    NaN NaN NaN NaN  4.498993e-18    0.021057   0.021057        NaN       NaN        NaN    NaN    NaN    NaN -49.275873   1.364631  171.684725       1.364673       2.029830          NaN      15.0  134.027610          NaN   6.238222          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     51.683549    0.993914    2.579349    8.601349           no       no
37  GP121903_B  spectra/gp121903_osiris.fits   H1_3889A_m      3889.0  1.763585e-15   1.620552e-17  1.772485e-15      2.015363e-17    28.222427   1.052157       H1       $HI3889\mathring{A}$+$HeI3889\mathring{A}$          H1_3889A+He1_3889A         no  3806.900000  3828.200000  3880.390000  3899.42000  3905.00  3950.00          NaN          NaN  4648.605270  3.168810e-16  6.280414e-17  2.229840e-18 -5.051894e-20  2.976468e-16  5.692674e-21  2.649136e-17   173.294750  28.165319  0.195487  2.670114e-16  4649.250677   2.648141    NaN   NaN    NaN NaN NaN NaN  1.969384e-18    0.022553   0.022554        NaN       NaN        NaN    NaN    NaN    NaN  41.622808   1.454473  170.780858       1.454504       9.082224          NaN      12.0  133.371721          NaN   6.235896          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     57.831225    1.180229   11.526827   17.380558           no       no
38  GP121903_B  spectra/gp121903_osiris.fits     H1_3970A      3970.0  2.915679e-15   8.665446e-18  2.929899e-15      2.493600e-17    49.091565   0.982098       H1                             $HI3970\mathring{A}$                        none         no  3932.800000  3948.290000  3956.510000  3980.74000  3984.86  3999.71          NaN          NaN  4745.804670  4.141381e-16  5.968234e-17  1.080534e-18 -2.686617e-20  1.871839e-16  8.458222e-21  4.009774e-17   572.665827  55.234092  0.195149  3.702893e-16  4744.743490   3.158119    NaN   NaN    NaN NaN NaN NaN  2.061301e-18    0.020300   0.020300        NaN       NaN        NaN    NaN    NaN    NaN -67.034722   1.282357  199.498381       1.282357       9.082224          NaN      16.0  130.640119          NaN   7.436803          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN    210.136757    6.566774   68.734367   73.400411           no       no
39  GP121903_B  spectra/gp121903_osiris.fits    He1_4026A      4026.0  1.560021e-16   6.792830e-18  1.553933e-16      1.011305e-17     2.704836   0.182022      He1                            $HeI4026\mathring{A}$                        none         no  4003.600000  4017.490000  4018.800000  4037.83000  4038.20  4051.42          NaN          NaN  4811.982984  7.844799e-17  5.745018e-17  9.836933e-19 -3.868888e-20  2.436204e-16  1.223661e-20  5.891269e-17    30.475840  58.402535  0.195591  2.163617e-17  4813.450125   2.864731    NaN   NaN    NaN NaN NaN NaN  9.251901e-19    0.141450   0.141450        NaN       NaN        NaN    NaN    NaN    NaN  91.404669   8.812524  178.476273       8.812533       4.557702          NaN      11.0  128.843450          NaN   6.745926          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     36.197960    1.447918   13.190351   17.186965           no       no
40  GP121903_B  spectra/gp121903_osiris.fits     H1_4102A      4102.0  2.475097e-15   1.307894e-17  2.489823e-15      1.626381e-17    44.374073   1.231028       H1                             $HI4102\mathring{A}$                        none         no  4074.510000  4086.840000  4088.010000  4115.69000  4116.50  4133.18          NaN          NaN  4902.978167  4.027235e-16  5.610987e-17  1.512838e-18 -3.249645e-20  2.154393e-16  1.374936e-20  6.750661e-17   417.427132  37.089137  0.195462  3.666148e-16  4903.785399   2.708982    NaN   NaN    NaN NaN NaN NaN  1.609647e-18    0.013734   0.013734        NaN       NaN        NaN    NaN    NaN    NaN  49.358210   0.839757  165.640652       0.839772       9.082224          NaN      17.0  126.452223          NaN   6.379166          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     56.071801    1.752244   22.494974   27.161018           no       no
41  GP121903_B  spectra/gp121903_osiris.fits     H1_4341A      4341.0  4.226784e-15   5.714343e-18  4.149264e-15      3.951414e-17    88.123520   1.514510       H1                             $HI4341\mathring{A}$                        none         no  4305.950000  4321.720000  4325.040000  4352.72000  4375.04  4386.81          NaN          NaN  5188.372148  5.744820e-16  4.708464e-17  6.736152e-19 -2.031696e-20  1.524966e-16  4.110720e-21  2.133886e-17  1368.655989  69.898424  0.195325  5.352332e-16  5188.907314   3.092999    NaN   NaN    NaN NaN NaN NaN  3.388972e-18    0.022614   0.022614        NaN       NaN        NaN    NaN    NaN    NaN  30.922750   1.306663  178.718415       1.306663       9.082224          NaN      17.0  119.496534          NaN   7.283455          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN   1476.127463   44.731135  139.691703  144.442260           no       no
42  GP121903_B  spectra/gp121903_osiris.fits     O3_4363A      4363.0  1.246710e-15   8.995958e-18  1.220365e-15      2.043748e-17    26.441960   0.854356       O3                         $[OIII]4363\mathring{A}$                        none         no  4297.700000  4323.660000  4352.720000  4373.48000  4390.76  4416.20          NaN          NaN  5215.257089  1.934170e-16  4.615261e-17  1.275278e-18 -2.512927e-20  1.772082e-16  4.185613e-21  2.180432e-17   173.650784  36.190247  0.195516  1.530214e-16  5216.035942   3.180714    NaN   NaN    NaN NaN NaN NaN  1.666393e-18    0.039996   0.039996        NaN       NaN        NaN    NaN    NaN    NaN  44.771386   2.299132  182.839341       2.299142       2.279635          NaN      12.0  118.880522          NaN   7.490010          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN    127.224548    3.103038   52.717615   58.070184           no       no
43  GP121903_B  spectra/gp121903_osiris.fits    He1_4471A      4471.0  3.908565e-16   4.778097e-18  3.849134e-16      8.134759e-18     8.860300   0.222254      He1                            $HeI4471\mathring{A}$                        none         no  4443.570000  4457.220000  4461.720000  4487.67000  4490.31  4506.69          NaN          NaN  5345.545646  8.941431e-17  4.344247e-17  5.869903e-19 -2.098718e-20  1.556304e-16  4.916655e-21  2.630774e-17   125.409133  74.008848  0.195617  4.549627e-17  5345.604413   3.375135    NaN   NaN    NaN NaN NaN NaN  6.075172e-19    0.052040   0.052043        NaN       NaN        NaN    NaN    NaN    NaN   3.295817   2.918540  189.286590       2.918733       4.557702          NaN      15.0  115.983012          NaN   7.947836          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     64.033668    2.065602   27.523648   32.102730           no       no
44  GP121903_B  spectra/gp121903_osiris.fits    He2_4686A      4686.0  2.366945e-16   5.427022e-18  2.247042e-16      8.931608e-18     5.848750   0.256798      He2                           $HeII4686\mathring{A}$                        none         no  4603.530000  4629.110000  4674.530000  4697.02000  4753.23  4776.26          NaN          NaN  5601.986615  6.097697e-17  3.841919e-17  7.165499e-19 -1.895447e-20  1.446019e-16  1.518380e-21  8.505870e-18    45.935517  53.616903  0.195431  2.185167e-17  5601.791716   4.097487    NaN   NaN    NaN NaN NaN NaN  5.668004e-19    0.122717   0.122754        NaN       NaN        NaN    NaN    NaN    NaN -10.430092   6.567241  219.278569       6.569246       4.557702          NaN      13.0  110.673682          NaN   9.648844          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     58.584340    1.464608   19.298494   24.582095           no       no
45  GP121903_B  spectra/gp121903_osiris.fits  Ar4_4711A_m      4711.0  2.122554e-16   5.484652e-18  2.097229e-16      7.740020e-18     5.530548   0.234802      Ar4   $[ArIV]4711\mathring{A}$+$HeI4713\mathring{A}$         Ar4_4711A+He1_4713A         no  4605.000000  4635.000000  4705.670000  4722.97000  4755.00  4778.00          NaN          NaN  5633.007700  6.141078e-17  3.792081e-17  7.958139e-19 -2.005607e-20  1.508968e-16  1.643589e-21  9.201160e-18    39.658894  47.650349  0.195731  2.277808e-17  5633.086818   3.669820    NaN   NaN    NaN NaN NaN NaN  5.546349e-19    0.103109   0.103659        NaN       NaN        NaN    NaN    NaN    NaN   4.210758   5.487513  195.310285       5.516782       1.443953          NaN      11.0  110.064200          NaN   8.641766          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     41.627115    1.015295    3.560733    8.913302           no       no
46  GP121903_B  spectra/gp121903_osiris.fits    Ar4_4740A      4740.0  1.325420e-16   6.093741e-18  1.309692e-16      7.509301e-18     3.520598   0.216425      Ar4                         $[ArIV]4740\mathring{A}$                        none         no  4605.870000  4635.300000  4729.890000  4750.65000  4757.09  4776.10          NaN          NaN  5666.096857  5.244274e-17  3.720083e-17  8.248158e-19 -2.045375e-20  1.530937e-16  1.820378e-21  1.018424e-17    27.067869  45.101987  0.195513  1.482179e-17  5666.731297   3.526637    NaN   NaN    NaN NaN NaN NaN  5.544039e-19    0.152319   0.152321        NaN       NaN        NaN    NaN    NaN    NaN  33.568161   8.059179  186.593890       8.059301       1.443953          NaN      13.0  109.421442          NaN   8.304595          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     36.414396    0.910360   -1.148144    4.135456           no       no
47  GP121903_B  spectra/gp121903_osiris.fits     H1_4861A      4861.0  9.354701e-15   1.041216e-17  9.124109e-15      7.910995e-17   253.336892   7.593593       H1                             $HI4861\mathring{A}$                        none         no  4809.800000  4836.100000  4840.620000  4878.69000  4883.13  4908.40  5790.404589  5834.102280  5812.929992  1.081651e-15  3.601571e-17  1.033395e-18  7.449948e-21 -7.290314e-18  4.243277e-21  2.465343e-17  2119.151686  34.851848  0.195614  1.070000e-15  5811.881949   3.401974    NaN   NaN    NaN NaN NaN NaN  6.137394e-18    0.022532   0.022532        NaN       NaN        NaN    NaN    NaN    NaN -54.051155   1.162053  175.451296       1.162053       9.082224          NaN      24.0  106.657484   426.629936   8.011036  2253.637713 -159.986226 -108.125833  -627.285836 -426.460688 -356.696027  122.834869  200.338384   398.131924   3633.794945   68.562169  239.670143  245.746198           no       no
48  GP121903_B  spectra/gp121903_osiris.fits     O3_4959A      4959.0  2.002680e-14   2.714100e-17  1.973112e-14      1.864388e-16   482.169299  32.310037       O3                         $[OIII]4959\mathring{A}$                        none         no  4925.250000  4940.450000  4940.970000  4977.31000  4980.72  4990.27  5908.959742  5940.400369  5928.742043  2.261338e-15  4.092156e-17  2.714744e-18  1.355413e-19 -7.626680e-16  2.226086e-20  1.318454e-16  1635.392632  15.073817  0.195510  2.215891e-15  5928.531787   3.551843    NaN   NaN    NaN NaN NaN NaN  1.361619e-17    0.025202   0.025202        NaN       NaN        NaN    NaN    NaN    NaN -10.631780   1.274349  179.602308       1.274349       2.279635          NaN      23.0  104.574037   418.296146   8.363951  1589.825102 -209.148073  -64.717437  -575.873831 -393.327998 -308.057448  170.794551  238.811372   394.229789   1837.923630   51.053434  156.260374  161.251059           no       no
49  GP121903_B  spectra/gp121903_osiris.fits     O3_5007A      5007.0  5.763909e-14   2.238321e-17  5.647286e-14      4.799094e-16  1436.093930  78.153270       O3                         $[OIII]5007\mathring{A}$                        none         no  4972.262233  4985.876846  4987.310000  5031.13000  5036.60  5043.98  5959.892427  6008.100359  5986.648068  6.000180e-15  3.932393e-17  2.113784e-18 -5.883334e-20  3.915384e-16  1.772519e-20  1.060121e-16  6242.206049  18.603571  0.195477  6.078244e-15  5985.752448   3.708384    NaN   NaN    NaN NaN NaN NaN  3.251187e-17    0.022904   0.022904        NaN       NaN        NaN    NaN    NaN    NaN -44.849841   1.146977  185.704202       1.146977       2.279635          NaN      27.0  103.562541   414.250165   8.732578  2414.101238    0.000000  -96.292126  -618.160601 -427.433193 -350.536215  154.356343  227.137726   435.769867  18546.718458  501.262661  251.566748  256.633386           no       no
50  GP121903_B  spectra/gp121903_osiris.fits    He1_5876A      5876.0  1.262887e-15   3.960559e-18  1.241535e-15      1.133271e-17    50.847552   1.047936      He1                            $HeI5876\mathring{A}$                        none         no  5833.000000  5851.100000  5863.140000  5890.83000  5893.72  5904.97  7007.523311  7044.445594  7024.820378  1.352306e-16  2.441680e-17  4.511670e-19 -6.359576e-21  6.909168e-17  3.125816e-21  2.191783e-17   434.994743  54.119214  0.195379  1.107252e-16  7024.047758   4.473216    NaN   NaN    NaN NaN NaN NaN  6.568479e-19    0.030641   0.030642        NaN       NaN        NaN    NaN    NaN    NaN -32.972458   1.307652  190.899725       1.307662       4.557702          NaN      18.0   88.257415   529.544490  10.533618  1575.701793    0.000000  -75.926547  -569.106948 -413.704510 -333.697309  174.990608  259.338327   440.812917    189.608955    5.417399   67.080351   71.993109           no       no
51  GP121903_B  spectra/gp121903_osiris.fits     O1_6300A      6300.0  4.015997e-16   3.584359e-18  2.930636e-16      5.253797e-18    13.962516   0.365565       O1                           $[OI]6300\mathring{A}$           O1_6300A+S3_6312A         no  6267.640000  6282.940000  6290.230000  6320.38000  6322.77  6334.65  7517.992202  7555.343099  7531.498099  4.496736e-17  2.098931e-17  4.005092e-19 -3.586571e-21  4.800156e-17  3.098228e-21  2.332988e-17   109.225657  52.406565  0.195574  2.402269e-17  7532.117691   4.865989    NaN   NaN    NaN NaN NaN NaN  2.150792e-19    0.074879   0.076048        NaN       NaN        NaN    NaN    NaN    NaN  66.272500   2.981001  193.718325       3.027504       2.279635          NaN      19.0   82.319942   411.599710  11.458528  1486.758282  205.799855   77.467863  -448.297918 -306.420898 -227.880145  600.841640  695.774534   848.483503     23.951635    0.772633   -4.090608    5.574899           no       no
52  GP121903_B  spectra/gp121903_osiris.fits     S3_6312A      6312.0  4.015997e-16   3.584359e-18  1.094929e-16      4.755307e-18     5.216604   0.247461       S3                         $[SIII]6312\mathring{A}$           O1_6300A+S3_6312A         no  6267.640000  6282.940000  6290.230000  6320.38000  6322.77  6334.65  7517.992202  7555.343099  7531.498099  4.496736e-17  2.098931e-17  4.005092e-19 -3.586571e-21  4.800156e-17  3.098228e-21  2.332988e-17    46.264118  52.406565  0.195527  1.017516e-17  7546.163353   4.290261    NaN   NaN    NaN NaN NaN NaN  2.284536e-19    0.166205   0.160754        NaN       NaN        NaN    NaN    NaN    NaN  54.303148   6.604173  170.473518       6.387558       1.610217          NaN      19.0   82.319942   411.599710  10.102794  1486.758282  205.799855   77.467863  -448.297918 -306.420898 -227.880145  600.841640  695.774534   848.483503     23.951635    0.772633   -4.090608    5.574899           no       no
53  GP121903_B  spectra/gp121903_osiris.fits     H1_6563A      6563.0  3.128563e-14   8.483007e-18  2.918578e-14      1.617374e-16  1465.131907  48.552334       H1                             $HI6563\mathring{A}$  H1_6563A+N2_6584A+N2_6548A         no  6438.030000  6508.660000  6535.100000  6600.95000  6627.70  6661.82  7810.789492  7890.582486  7845.845093  2.339231e-15  1.992024e-17  6.508321e-19 -6.021023e-21  6.716025e-17  8.464222e-22  6.608748e-18  9429.153079  30.607342  0.195456  2.352180e-15  7845.779356   4.949389    NaN   NaN    NaN NaN NaN NaN  8.149617e-18    0.020259   0.021684        NaN       NaN        NaN    NaN    NaN    NaN  36.680084   0.774216  189.142593       0.828651       9.082224          NaN      39.0   79.021760   395.108800  11.654921  3048.917927  197.554400  -35.672200  -714.178898 -400.568308 -304.863516  254.115525  427.490797  1043.342381  42306.897892  440.696853  626.828726  642.578563           no       no
54  GP121903_B  spectra/gp121903_osiris.fits     N2_6584A      6584.0  3.128563e-14   8.483007e-18  1.482180e-15      1.859576e-16    74.405742   9.646445       N2                          $[NII]6584\mathring{A}$  H1_6563A+N2_6584A+N2_6548A         no  6438.030000  6508.660000  6535.100000  6600.95000  6627.70  6661.82  7810.789492  7890.582486  7845.845093  2.339231e-15  1.992024e-17  6.508321e-19 -6.021023e-21  6.716025e-17  8.464222e-22  6.608748e-18   352.240805  30.607342  0.195238  8.786939e-17  7869.448765   6.701539    NaN   NaN    NaN NaN NaN NaN  6.713117e-18    0.596643   0.651632        NaN       NaN        NaN    NaN    NaN    NaN -17.990586  22.728208  255.284761      24.822902       2.436390          NaN      39.0   79.021760   395.108800  15.780919  3048.917927  197.554400  -35.672200  -714.178898 -400.568308 -304.863516  254.115525  427.490797  1043.342381  42306.897892  440.696853  626.828726  642.578563           no       no
55  GP121903_B  spectra/gp121903_osiris.fits     N2_6548A      6548.0  3.128563e-14   8.483007e-18  5.010982e-16      6.176092e-17    25.155231   3.207493       N2                          $[NII]6548\mathring{A}$  H1_6563A+N2_6584A+N2_6548A         no  6438.030000  6508.660000  6535.100000  6600.95000  6627.70  6661.82  7810.789492  7890.582486  7845.845093  2.339231e-15  1.992024e-17  6.508321e-19 -6.021023e-21  6.716025e-17  8.464222e-22  6.608748e-18   119.809798  30.607342  0.195229  2.988755e-17  7826.362116   6.664847    NaN   NaN    NaN NaN NaN NaN  2.283373e-18    0.593377   0.648064        NaN       NaN        NaN    NaN    NaN    NaN -20.214865  22.728039  255.282867      24.822718       2.436390          NaN      39.0   79.021760   395.108800  15.694516  3048.917927  197.554400  -35.672200  -714.178898 -400.568308 -304.863516  254.115525  427.490797  1043.342381  42306.897892  440.696853  626.828726  642.578563           no       no
56  GP121903_B  spectra/gp121903_osiris.fits    He1_6678A      6678.0  3.556939e-16   4.851293e-18  3.512733e-16      6.980919e-18    18.146212   0.646988      He1                            $HeI6678\mathring{A}$                        none         no  6629.200000  6656.490000  6663.220000  6688.54000  6691.35  6701.19          NaN          NaN  7984.405939  4.467470e-17  1.935794e-17  5.730328e-19  4.844181e-21 -1.931997e-17  4.012974e-21  3.194221e-17    74.724179  33.781551  0.195475  2.562371e-17  7983.380785   5.467279    NaN   NaN    NaN NaN NaN NaN  3.439511e-19    0.084740   0.084747        NaN       NaN        NaN    NaN    NaN    NaN -38.491714   3.181748  205.281266       3.182004       4.557702          NaN      16.0   77.650422          NaN  12.874458          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     41.639342    1.125388    7.606640   12.673278           no       no
57  GP121903_B  spectra/gp121903_osiris.fits     S2_6716A      6716.0  1.121014e-15   6.813361e-18  5.677153e-16      6.858494e-18    29.360320   1.037650       S2                          $[SII]6716\mathring{A}$           S2_6716A+S2_6731A         no  6686.700000  6698.870000  6700.900000  6743.91000  6750.60  6772.14  8011.953664  8060.943606  8046.448109  6.243230e-17  1.933614e-17  6.422114e-19 -1.681622e-20  1.546470e-16  3.638457e-21  2.930197e-17   142.294074  30.108687  0.195578  4.289824e-17  8029.504418   5.277128    NaN   NaN    NaN NaN NaN NaN  4.004437e-19    0.051933   0.037980        NaN       NaN        NaN    NaN    NaN    NaN  67.312317   1.939431  197.072985       1.418337       1.610217          NaN      26.0   77.051698  1309.878861  12.426687  1825.254430 -385.258488 -367.075683 -1091.469238 -931.286237 -841.355723  137.953746  229.244545   405.332639     55.299979    1.256818   14.795433   22.280237           no       no
58  GP121903_B  spectra/gp121903_osiris.fits     S2_6731A      6731.0  1.121014e-15   6.813361e-18  5.471404e-16      6.614417e-18    28.296257   1.000123       S2                          $[SII]6731\mathring{A}$           S2_6716A+S2_6731A         no  6686.700000  6698.870000  6700.900000  6743.91000  6750.60  6772.14  8011.953664  8060.943606  8046.448109  6.243230e-17  1.933614e-17  6.422114e-19 -1.681622e-20  1.546470e-16  3.638457e-21  2.930197e-17   136.939407  30.108687  0.195467  4.128394e-17  8046.689886   5.288423    NaN   NaN    NaN NaN NaN NaN  3.984634e-19    0.052044   0.038061        NaN       NaN        NaN    NaN    NaN    NaN  39.432960   1.939251  197.054662       1.418205       1.610217          NaN      26.0   77.051698  1309.878861  12.453284  1825.254430 -385.258488 -367.075683 -1091.469238 -931.286237 -841.355723  137.953746  229.244545   405.332639     55.299979    1.256818   14.795433   22.280237           no       no
59  GP121903_B  spectra/gp121903_osiris.fits    He1_7065A      7065.0  6.186013e-16   3.692363e-18  6.239912e-16      7.405237e-18    34.331169   0.992560      He1                            $HeI7065\mathring{A}$                        none         no  7029.100000  7041.640000  7055.220000  7079.44000  7087.49  7104.45          NaN          NaN  8445.586069  6.046953e-17  1.817565e-17  4.791710e-19 -2.449691e-21  3.886472e-17  3.093348e-21  2.613978e-17   143.796271  37.931444  0.195501  4.258472e-17  8446.217815   5.844673    NaN   NaN    NaN NaN NaN NaN  3.278828e-19    0.051900   0.052519        NaN       NaN        NaN    NaN    NaN    NaN  22.425049   1.842285  207.467993       1.864254       4.557702          NaN      15.0   73.410238          NaN  13.763152          NaN         NaN         NaN          NaN         NaN         NaN         NaN         NaN          NaN     49.691560    1.552861   18.267046   22.933090           no       no
60  GP121903_B  spectra/gp121903_osiris.fits    Ar3_7136A      7136.0  4.966138e-16   4.753501e-18  4.970410e-16      6.733692e-18    26.490034   0.788876      Ar3                        $[ArIII]7136\mathring{A}$                        none         no  7091.540000  7111.040000  7119.227375  7150.76358  7154.48  7174.99  8509.352088  8547.575443  8530.377034  5.239162e-17  1.876332e-17  4.976061e-19  1.664262e-20 -1.232045e-16  2.602177e-21  2.218971e-17   125.201910  37.707179  0.195388  3.334594e-17  8530.290936   5.947928    NaN   NaN    NaN NaN NaN NaN  2.930301e-19    0.060352   0.060361        NaN       NaN        NaN    NaN    NaN    NaN  -3.025848   2.121015  209.034585       2.121319       1.443953          NaN      20.0   72.680549   799.486041  14.006299  1343.325554  -72.680549  -40.470156  -528.639363 -392.268863 -313.219604  227.902638  292.217198   435.582883     50.671882    1.178416   10.449570   15.935494           no       no
61  GP121903_B  spectra/gp121903_osiris.fits   O2_7319A_m      7319.0  4.842477e-16   9.656850e-18  4.964055e-16      1.861667e-17    24.644028   1.464324       O2  $[OII]7319\mathring{A}$+$[OII]7330\mathring{A}$           O2_7319A+O2_7330A         no  7288.710000  7299.170000  7304.260000  7345.90000  7349.35  7365.31  8729.461268  8778.145908  8757.864991  3.931552e-17  2.014303e-17  9.283622e-19 -2.243789e-20  2.166511e-16  6.221139e-21  5.452378e-17    45.090876  21.697386  0.196424  1.965082e-17  8756.629001  10.059454    NaN   NaN    NaN NaN NaN NaN  4.748232e-19    0.280469   0.282089        NaN       NaN        NaN    NaN    NaN    NaN -42.309456   9.600795  344.347434       9.656259       2.279635          NaN      26.0   70.792652   920.304474  23.688203  1666.534916  -70.792652  -72.698155  -741.071826 -559.760463 -465.062355  376.780325  476.056510   622.209485     59.940168    1.498504   20.282310   25.565910           no       no
